YEAR,SAMPLE,SERIAL,CBSERIAL,HHWT,CLUSTER,STRATA,GQ,PERNUM,PERWT,NCHILD,NCHLT5,SEX,AGE,MARST,RACE,RACED,HISPAN,HISPAND,EDUC,EDUCD,EMPSTAT,EMPSTATD,INCWAGE,VETSTAT,VETSTATD,EDUCDC,HSDIP,COLDIP,WHITE,BLACK,HISPANIC,MARRIED,FEMALE,VET,HSDIP-EDUCDC,COLDIP-EDUCDC,AGESQ,INCWAGE_LOG
2022,202201,97531,2022000019344,11928.8,2022000975311,1110806,1,1,11928.8,1,0,1,52,4,1,100,0,0,6,65,1,10,30000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,2704,10.308952660644293
2022,202201,97692,2022000020960,28532.4,2022000976921,731306,1,4,37237.2,1,0,2,51,6,8,826,1,100,6,65,1,10,58000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,2601,10.968198289528557
2022,202201,97692,2022000020960,28532.4,2022000976921,731306,1,5,39010.4,0,0,2,44,6,8,826,1,100,6,65,1,10,60000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,1936,11.002099841204238
2022,202201,100433,2022000048317,11928.8,2022001004331,671306,1,1,12090.0,1,0,1,48,1,1,100,0,0,6,65,1,10,68000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,2304,11.127262984158243
2022,202201,101884,2022000063475,12734.8,2022001018841,670506,1,3,13057.2,0,0,2,18,6,8,811,0,0,6,65,1,10,7500,1,11,13.0,1,0,0,0,0,0,1,0,13.0,0.0,324,8.922658299524402
2022,202201,102045,2022000065317,9188.4,2022001020451,732306,1,3,9027.2,2,0,2,28,4,7,700,4,412,6,65,1,10,10000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,784,9.210340371976184
2022,202201,106236,2022000108474,13379.6,2022001062361,290406,1,1,13218.4,4,1,2,32,3,7,700,1,100,6,65,1,10,12500,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,1024,9.433483923290392
2022,202201,107203,2022000118768,7898.8,2022001072031,732606,1,1,7898.8,0,0,2,60,1,5,500,0,0,6,65,1,10,90000,1,11,13.0,1,0,0,0,0,1,1,0,13.0,0.0,3600,11.407564949312402
2022,202201,107687,2022000123701,7092.8,2022001076871,373706,1,2,10316.8,0,0,1,26,6,1,100,1,100,6,65,1,10,31200,1,11,13.0,1,0,1,0,1,0,0,0,13.0,0.0,676,10.348173373797573
2022,202201,108170,2022000128919,22084.4,2022001081701,950106,1,2,17570.8,2,0,2,52,1,6,600,0,0,6,65,1,10,55000,1,11,13.0,1,0,0,0,0,1,1,0,13.0,0.0,2704,10.915088464214607
2022,202201,110105,2022000149548,8382.4,2022001101051,731306,1,1,8221.2,0,0,2,60,1,1,100,0,0,6,65,1,10,85000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,3600,11.350406535472453
2022,202201,110266,2022000151131,11284.0,2022001102661,371906,1,3,13218.4,0,0,2,27,6,2,200,0,0,6,65,1,10,33300,1,11,13.0,1,0,0,1,0,0,1,0,13.0,0.0,729,10.413312675968536
2022,202201,110427,2022000152935,4513.6,2022001104271,110006,1,1,4352.4,0,0,1,59,4,1,100,0,0,6,65,1,10,25800,2,20,13.0,1,0,1,0,0,0,0,1,13.0,0.0,3481,10.158129770909708
2022,202201,110588,2022000154465,12412.4,2022001105881,372806,1,4,14024.4,0,0,1,18,6,1,100,0,0,6,65,1,10,3700,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,324,8.216088098632316
2022,202201,111717,2022000166585,8221.2,2022001117171,711806,1,1,8221.2,4,2,2,27,1,7,700,1,100,6,65,1,12,30000,1,11,13.0,1,0,0,0,1,1,1,0,13.0,0.0,729,10.308952660644293
2022,202201,113490,2022000185180,32078.8,2022001134901,711806,1,2,23212.8,3,0,1,39,1,7,700,1,100,6,65,1,10,60000,1,11,13.0,1,0,0,0,1,1,0,0,13.0,0.0,1521,11.002099841204238
2022,202201,120260,2022000257612,50939.2,2022001202601,670906,1,1,50939.2,1,0,2,34,4,7,700,1,100,6,65,1,10,17500,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,1156,9.769956159911606
2022,202201,124129,2022000298020,22568.0,2022001241291,375806,1,2,32562.4,0,0,1,43,6,2,200,0,0,6,65,1,10,70000,1,11,13.0,1,0,0,1,0,0,0,0,13.0,0.0,1849,11.156250521031495
2022,202201,130094,2022000359941,50778.0,2022001300941,190406,1,1,50778.0,1,0,2,43,3,1,100,1,100,6,65,1,10,44000,1,11,13.0,1,0,1,0,1,0,1,0,13.0,0.0,1849,10.691944912900398
2022,202201,130738,2022000366966,8704.8,2022001307381,651406,1,2,9349.6,0,0,1,57,1,2,200,0,0,6,65,1,10,40000,1,11,13.0,1,0,0,1,0,1,0,0,13.0,0.0,3249,10.596634733096073
2022,202201,131867,2022000379298,6770.4,2022001318671,610306,1,1,6770.4,1,0,2,58,1,1,100,0,0,6,65,1,10,42000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,3364,10.645424897265505
2022,202201,131867,2022000379298,6770.4,2022001318671,610306,1,4,10478.0,0,0,2,22,6,1,100,0,0,6,65,1,10,10000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,484,9.210340371976184
2022,202201,132512,2022000385970,21600.8,2022001325121,710806,1,2,44813.6,2,0,1,32,1,8,801,0,0,6,65,1,10,18000,1,11,13.0,1,0,0,0,0,1,0,0,13.0,0.0,1024,9.798127036878302
2022,202201,133640,2022000397392,16764.8,2022001336401,375006,1,2,13218.4,1,0,2,55,6,2,200,0,0,6,65,1,10,12000,1,11,13.0,1,0,0,1,0,0,1,0,13.0,0.0,3025,9.392661928770137
2022,202201,134446,2022000405349,9188.4,2022001344461,851906,1,1,9188.4,3,0,2,49,4,1,100,1,100,6,65,1,10,73000,1,11,13.0,1,0,1,0,1,0,1,0,13.0,0.0,2401,11.198214720130528
2022,202201,134930,2022000410692,45619.6,2022001349301,830306,1,2,47231.6,0,0,2,19,6,2,200,0,0,6,65,1,10,80,1,11,13.0,1,0,0,1,0,0,1,0,13.0,0.0,361,4.382026634673881
2022,202201,135413,2022000415873,39655.2,2022001354131,375706,1,2,40461.2,0,0,1,29,6,7,700,1,100,6,65,1,10,40000,1,11,13.0,1,0,0,0,1,0,0,0,13.0,0.0,841,10.596634733096073
2022,202201,138960,2022000453622,40300.0,2022001389601,970506,1,1,40300.0,3,0,2,49,4,1,100,0,0,6,65,1,10,68000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,2401,11.127262984158243
2022,202201,141539,2022000481605,4836.0,2022001415391,377106,1,2,4191.2,1,0,2,56,1,8,826,1,100,6,65,1,10,36000,1,11,13.0,1,0,0,0,1,1,1,0,13.0,0.0,3136,10.491274217438248
2022,202201,143473,2022000502158,2901.6,2022001434731,870106,1,4,4836.0,0,0,1,18,6,1,100,0,0,6,65,1,10,1000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,324,6.907755278982137
2022,202201,151856,2022000589265,16442.4,2022001518561,190206,1,5,16442.4,1,0,2,64,4,3,399,1,100,6,65,1,10,66000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,4096,11.097410021008562
2022,202201,155241,2022000625074,16281.2,2022001552411,730806,1,2,17409.6,2,0,1,58,1,1,100,0,0,6,65,1,10,101000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,3364,11.522875795823397
2022,202201,155241,2022000625074,16281.2,2022001552411,730806,1,3,20472.4,0,0,1,27,6,1,100,0,0,6,65,1,10,44000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,729,10.691944912900398
2022,202201,158787,2022000662371,1128.4,2022001587871,530306,1,1,1289.6,0,0,2,53,4,1,100,0,0,6,65,1,10,55000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,2809,10.915088464214607
2022,202201,159432,2022000669205,10155.6,2022001594321,711806,1,2,8543.6,0,0,2,62,1,2,200,0,0,6,65,1,10,49000,1,11,13.0,1,0,0,1,0,1,1,0,13.0,0.0,3844,10.799575577092764
2022,202201,160560,2022000680966,8543.6,2022001605601,990106,1,4,12412.4,0,0,2,25,1,1,100,1,100,6,65,1,10,51000,1,11,13.0,1,0,1,0,1,1,1,0,13.0,0.0,625,10.839580911706463
2022,202201,169104,2022000769830,8704.8,2022001691041,730206,1,3,9510.8,0,0,2,35,6,1,100,0,0,6,65,1,10,22500,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,1225,10.021270588192511
2022,202201,170716,2022000786918,5319.6,2022001707161,733006,1,2,6770.4,3,0,1,45,1,8,826,1,100,6,65,1,10,20000,1,11,13.0,1,0,0,0,1,1,0,0,13.0,0.0,2025,9.903487552536127
2022,202201,171522,2022000795115,6609.2,2022001715221,732206,1,1,6609.2,1,0,2,54,1,6,662,0,0,6,65,1,10,44000,1,11,13.0,1,0,0,0,0,1,1,0,13.0,0.0,2916,10.691944912900398
2022,202201,171522,2022000795115,6609.2,2022001715221,732206,1,2,6931.6,1,0,1,55,1,6,663,0,0,6,65,1,10,70000,1,11,13.0,1,0,0,0,0,1,0,0,13.0,0.0,3025,11.156250521031495
2022,202201,172167,2022000801814,14991.6,2022001721671,373406,1,1,14991.6,0,0,1,50,3,7,700,1,100,6,65,1,10,35000,1,11,13.0,1,0,0,0,1,0,0,0,13.0,0.0,2500,10.46310334047155
2022,202201,172650,2022000807043,8866.0,2022001726501,11406,1,2,8704.8,1,0,2,54,1,1,100,0,0,6,65,1,10,30000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,2916,10.308952660644293
2022,202201,173940,2022000820065,30789.2,2022001739401,732606,1,2,30466.8,1,0,2,48,1,1,100,0,0,6,65,1,10,10000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,2304,9.210340371976184
2022,202201,174101,2022000821834,11606.4,2022001741011,671606,1,1,11606.4,0,0,2,55,1,1,100,0,0,6,65,1,10,104000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,3025,11.55214617812351
2022,202201,192317,2022001011522,4191.2,2022001923171,370606,1,2,6448.0,2,2,1,41,1,6,600,0,0,6,65,1,10,59000,1,11,13.0,1,0,0,0,0,1,0,0,13.0,0.0,1681,10.985292722887856
2022,202201,195702,2022001046171,3385.2,2022001957021,710106,1,1,3385.2,1,0,2,62,1,1,100,0,0,6,65,1,10,52000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,3844,10.858998997563564
2022,202201,196830,2022001058192,7898.8,2022001968301,950106,1,1,7737.6,0,0,2,53,6,6,600,0,0,6,65,1,10,90000,1,11,13.0,1,0,0,0,0,0,1,0,13.0,0.0,2809,11.407564949312402
2022,202201,197636,2022001066860,39332.8,2022001976361,710206,1,3,30144.4,1,0,2,61,6,2,200,0,0,6,65,1,10,20000,1,11,13.0,1,0,0,1,0,0,1,0,13.0,0.0,3721,9.903487552536127
2022,202201,198120,2022001071727,11928.8,2022001981201,950306,1,2,10961.6,0,0,2,47,1,1,100,0,0,6,65,1,10,48000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,2209,10.778956289890028
2022,202201,198281,2022001073620,47070.4,2022001982811,710206,1,1,47070.4,1,0,2,61,1,1,100,0,0,6,65,1,10,62000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,3721,11.03488966402723
2022,202201,199571,2022001086791,15958.8,2022001995711,590606,1,2,14830.4,0,0,1,63,1,1,100,1,100,6,65,1,10,35000,1,11,13.0,1,0,1,0,1,1,0,0,13.0,0.0,3969,10.46310334047155
2022,202201,200377,2022001095399,14346.8,2022002003771,670906,1,1,14346.8,3,0,2,43,4,7,700,1,100,6,65,1,10,29800,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,1849,10.302263672493496
2022,202201,202472,2022001116779,9027.2,2022002024721,11706,1,1,8866.0,1,0,2,58,1,1,100,0,0,6,65,1,10,89000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,3364,11.396391648714276
2022,202201,206341,2022001158153,15152.8,2022002063411,670906,1,2,15152.8,0,0,2,27,6,1,100,0,0,6,65,1,10,60000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,729,11.002099841204238
2022,202201,208920,2022001183841,7737.6,2022002089201,131406,1,1,7737.6,0,0,1,50,6,8,802,1,100,6,65,1,10,47800,1,11,13.0,1,0,0,0,1,0,0,0,13.0,0.0,2500,10.774780918479548
2022,202201,212144,2022001218540,21923.2,2022002121441,376306,1,1,22084.4,3,0,2,46,4,1,100,4,415,6,65,1,10,100000,1,11,13.0,1,0,1,0,1,0,1,0,13.0,0.0,2116,11.512925464970229
2022,202201,215691,2022001256249,25308.4,2022002156911,372306,1,5,24341.2,0,0,2,31,4,1,100,0,0,6,65,1,10,60000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,961,11.002099841204238
2022,202201,217464,2022001274930,14830.4,2022002174641,530206,1,3,17409.6,0,0,2,19,6,7,700,1,100,6,65,1,10,6000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,361,8.699514748210191
2022,202201,218431,2022001284829,20956.0,2022002184311,731706,1,1,20794.8,2,0,2,37,4,8,826,1,100,6,65,1,10,54000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,1369,10.896739325546411
2022,202201,222139,2022001323064,28371.2,2022002221391,870106,1,1,28210.0,0,0,1,33,6,8,826,1,100,6,65,1,10,75000,1,11,13.0,1,0,0,0,1,0,0,0,13.0,0.0,1089,11.225243392518447
2022,202201,224718,2022001350683,18376.8,2022002247181,131006,1,5,28693.6,0,0,2,30,6,6,600,0,0,6,65,1,10,51000,1,11,13.0,1,0,0,0,0,0,1,0,13.0,0.0,900,10.839580911706463
2022,202201,225202,2022001355693,11284.0,2022002252021,1130106,1,2,11606.4,1,1,1,38,1,1,100,0,0,6,65,1,10,85000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,1444,11.350406535472453
2022,202201,230199,2022001408246,18215.6,2022002301991,850806,1,2,19182.8,1,0,1,64,1,5,500,0,0,6,65,1,10,60000,1,11,13.0,1,0,0,0,0,1,0,0,13.0,0.0,4096,11.002099841204238
2022,202201,230360,2022001409990,8221.2,2022002303601,710306,1,2,11122.8,0,0,1,55,1,7,700,1,100,6,65,1,10,45000,1,11,13.0,1,0,0,0,1,1,0,0,13.0,0.0,3025,10.714417768752456
2022,202201,231166,2022001417902,5158.4,2022002311661,373706,1,2,5803.2,0,0,1,38,6,8,826,1,100,6,65,1,10,45000,1,11,13.0,1,0,0,0,1,0,0,0,13.0,0.0,1444,10.714417768752456
2022,202201,237614,2022000052793,26920.4,2022002376141,120108,1,1,26920.4,0,0,1,27,1,1,100,0,0,6,65,1,10,50000,2,20,13.0,1,0,1,0,0,1,0,1,13.0,0.0,729,10.819778284410283
2022,202201,239387,2022000158970,18054.4,2022002393871,50108,1,1,18054.4,3,0,1,35,1,1,100,0,0,6,65,1,10,43000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,1225,10.668955394675699
2022,202201,240677,2022000238256,11445.2,2022002406771,40108,1,2,15797.6,2,0,2,24,6,9,902,0,0,6,65,1,10,8000,1,11,13.0,1,0,0,0,0,0,1,0,13.0,0.0,576,8.987196820661973
2022,202201,250026,2022000795042,37398.4,2022002500261,160108,1,1,37398.4,0,0,1,34,6,1,100,0,0,6,65,1,10,63000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,1156,11.05089000537367
2022,202201,250510,2022000824831,20311.2,2022002505101,110108,1,2,23535.2,0,0,2,23,6,1,100,1,100,6,65,1,10,28000,1,11,13.0,1,0,1,0,1,0,1,0,13.0,0.0,529,10.239959789157341
2022,202201,253250,2022000984880,7092.8,2022002532501,170308,1,2,6931.6,1,1,1,43,1,1,100,0,0,6,65,1,10,65000,2,20,13.0,1,0,1,0,0,1,0,1,13.0,0.0,1849,11.082142548877775
2022,202201,253573,2022001006528,8060.0,2022002535731,220008,1,1,8060.0,1,0,2,65,4,1,100,0,0,6,65,1,12,12300,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,4225,9.417354541360508
2022,202201,257119,2022001213264,20311.2,2022002571191,90208,1,2,19344.0,2,0,1,40,1,1,100,0,0,6,65,1,10,615000,2,20,13.0,1,0,1,0,0,1,0,1,13.0,0.0,1600,13.329377546788654
2022,202201,259215,2022001339149,11284.0,2022002592151,160108,1,1,11284.0,1,0,1,52,1,7,700,4,412,6,65,1,10,120000,1,11,13.0,1,0,0,0,1,1,0,0,13.0,0.0,2704,11.695247021764184
2022,202201,261794,2022010051103,1450.8,2022002617941,2040109,4,1,1450.8,0,0,1,28,6,1,100,0,0,6,65,1,14,25000,1,12,13.0,1,0,1,0,0,0,0,0,13.0,0.0,784,10.126631103850338
2022,202201,262116,2022010073138,967.2,2022002621161,2020409,4,1,967.2,0,0,1,18,6,8,801,0,0,6,65,1,10,1900,1,11,13.0,1,0,0,0,0,0,0,0,13.0,0.0,324,7.549609165154532
2022,202201,264373,2022000056965,30628.0,2022002643731,2020509,1,1,30789.2,1,0,1,62,5,1,100,0,0,6,65,1,10,150000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,3844,11.918390573078392
2022,202201,264373,2022000056965,30628.0,2022002643731,2020509,1,2,29499.6,0,0,1,30,6,1,100,0,0,6,65,1,10,60000,2,20,13.0,1,0,1,0,0,0,0,1,13.0,0.0,900,11.002099841204238
2022,202201,267920,2022000406712,11445.2,2022002679201,2080109,1,3,12896.0,0,0,2,23,6,7,700,2,200,6,65,1,10,20000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,529,9.903487552536127
2022,202201,270338,2022000643344,13863.2,2022002703381,2020709,1,1,13702.0,0,0,1,59,1,6,620,0,0,6,65,1,10,67000,1,11,13.0,1,0,0,0,0,1,0,0,13.0,0.0,3481,11.112447898373103
2022,202201,270821,2022000694410,8704.8,2022002708211,2030109,1,1,8543.6,1,0,1,48,4,1,100,0,0,6,65,1,10,24000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,2304,10.085809109330082
2022,202201,270821,2022000694410,8704.8,2022002708211,2030109,1,2,6448.0,0,0,1,30,2,1,100,0,0,6,65,1,10,30000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,900,10.308952660644293
2022,202201,271144,2022000726703,20472.4,2022002711441,2010009,1,1,20472.4,1,1,2,22,2,1,100,0,0,6,65,1,10,37000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,484,10.51867319162636
2022,202201,274045,2022001006734,17570.8,2022002740451,2020509,1,1,17732.0,0,0,1,28,1,6,620,0,0,6,65,1,10,64000,1,11,13.0,1,0,0,0,0,1,0,0,13.0,0.0,784,11.06663836234181
2022,202201,277430,2022001350614,6609.2,2022002774301,2060309,1,1,6609.2,2,1,2,33,1,8,826,2,200,6,65,1,10,65000,1,11,13.0,1,0,0,0,1,1,1,0,13.0,0.0,1089,11.082142548877775
2022,202201,284684,2022000563422,67704.0,2022002846841,10411,1,1,67542.8,2,0,1,38,1,2,200,0,0,6,65,1,10,25000,1,11,13.0,1,0,0,1,0,1,0,0,13.0,0.0,1444,10.126631103850338
2022,202201,298548,2022000005471,6448.0,2022002985481,950712,1,1,6609.2,1,0,2,55,1,1,100,0,0,6,65,1,10,26000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,3025,10.165851817003619
2022,202201,298548,2022000005471,6448.0,2022002985481,950712,1,2,6286.8,1,0,1,55,1,1,100,0,0,6,65,1,10,43000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,3025,10.668955394675699
2022,202201,299031,2022000013070,40300.0,2022002990311,110612,1,3,49004.8,0,0,1,29,6,1,100,0,0,6,65,1,10,36000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,841,10.491274217438248
2022,202201,300321,2022000034876,9349.6,2022003003211,111312,1,1,9349.6,1,0,1,53,1,1,100,0,0,6,65,1,10,70000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,2809,11.156250521031495
2022,202201,300804,2022000043036,32562.4,2022003008041,1110112,1,1,32562.4,0,0,2,32,6,2,200,0,0,6,65,1,10,30000,1,11,13.0,1,0,0,1,0,0,1,0,13.0,0.0,1024,10.308952660644293
2022,202201,308542,2022000168349,18215.6,2022003085421,830312,1,2,18860.4,1,0,2,50,1,1,100,0,0,6,65,1,10,106000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,2500,11.571194373094205
2022,202201,309509,2022000184184,53357.2,2022003095091,950912,1,2,40622.4,0,0,2,63,1,7,700,4,460,6,65,1,10,30000,1,11,13.0,1,0,0,0,1,1,1,0,13.0,0.0,3969,10.308952660644293
2022,202201,310476,2022000200227,8221.2,2022003104761,690112,1,1,8221.2,0,0,1,53,1,1,100,0,0,6,65,1,10,140000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,2809,11.84939770159144
2022,202201,311282,2022000212673,7092.8,2022003112821,950212,1,2,9833.2,0,0,2,23,1,1,100,0,0,6,65,1,10,34200,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,529,10.439980923050696
2022,202201,313056,2022000241751,25630.8,2022003130561,1270412,1,1,25630.8,2,0,1,41,1,2,200,0,0,6,65,1,10,90000,1,11,13.0,1,0,0,1,0,1,0,0,13.0,0.0,1681,11.407564949312402
2022,202201,313217,2022000244395,14508.0,2022003132171,1270412,1,2,18860.4,0,0,1,50,1,8,826,4,423,6,65,1,10,26800,1,11,13.0,1,0,0,0,1,1,0,0,13.0,0.0,2500,10.196157166498947
2022,202201,314345,2022000263197,8704.8,2022003143451,1150112,1,1,8704.8,0,0,1,62,4,1,100,0,0,6,65,1,12,39000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,3844,10.571316925111784
2022,202201,314668,2022000268733,11606.4,2022003146681,350012,1,2,14508.0,0,0,1,42,1,1,100,0,0,6,65,1,10,75000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,1764,11.225243392518447
2022,202201,316280,2022000295110,11928.8,2022003162801,110512,1,1,11928.8,0,0,1,52,6,8,826,4,412,6,65,1,10,64000,1,11,13.0,1,0,0,0,1,0,0,0,13.0,0.0,2704,11.06663836234181
2022,202201,318375,2022000329007,40461.2,2022003183751,110712,1,1,40461.2,0,0,2,28,6,2,200,0,0,6,65,1,10,30000,1,11,13.0,1,0,0,1,0,0,1,0,13.0,0.0,784,10.308952660644293
2022,202201,322244,2022000390760,11284.0,2022003222441,10212,1,1,11284.0,2,0,1,46,1,1,100,0,0,6,65,1,10,107000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,2116,11.580584113444043
2022,202201,322889,2022000401747,8543.6,2022003228891,1150312,1,2,10639.2,0,0,1,58,1,1,100,0,0,6,65,1,10,46500,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,3364,10.747207591575448
2022,202201,323695,2022000415299,7737.6,2022003236951,730212,1,1,7898.8,3,0,2,47,4,2,200,0,0,6,65,1,10,17000,1,11,13.0,1,0,0,1,0,0,1,0,13.0,0.0,2209,9.740968623038354
2022,202201,334979,2022000597091,5964.4,2022003349791,570212,1,4,4030.0,0,0,2,19,6,1,100,0,0,6,65,1,10,20000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,361,9.903487552536127
2022,202201,335785,2022000609939,10478.0,2022003357851,610012,1,1,10478.0,2,0,1,56,1,1,100,0,0,6,65,1,10,34000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,3136,10.4341158035983
2022,202201,337880,2022000643728,16281.2,2022003378801,862112,1,1,16281.2,0,0,1,54,4,8,826,1,100,6,65,1,10,10000,1,11,13.0,1,0,0,0,1,0,0,0,13.0,0.0,2916,9.210340371976184
2022,202201,339170,2022000665149,13218.4,2022003391701,111412,1,1,13218.4,1,0,2,58,4,1,100,0,0,6,65,1,10,40000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,3364,10.596634733096073
2022,202201,341104,2022000697052,4191.2,2022003411041,1030512,1,3,7576.4,0,0,2,18,6,1,100,0,0,6,65,1,10,800,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,324,6.684611727667927
2022,202201,341749,2022000706939,9672.0,2022003417491,1030112,1,3,12896.0,0,0,1,22,6,1,100,0,0,6,65,1,10,16000,1,11,13.0,1,0,1,0,0,0,0,0,13.0,0.0,484,9.680344001221918
2022,202201,342394,2022000717299,59966.4,2022003423941,39812,1,2,61417.2,0,0,2,37,1,1,100,0,0,6,65,1,10,25000,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,1369,10.126631103850338
2022,202201,342878,2022000725319,18699.2,2022003428781,310612,1,2,17087.2,1,0,2,45,1,1,100,0,0,6,65,1,14,22500,1,12,13.0,1,0,1,0,0,1,1,0,13.0,0.0,2025,10.021270588192511
2022,202201,343684,2022000738801,13702.0,2022003436841,951012,1,1,13540.8,2,0,2,44,1,1,100,0,0,6,65,1,10,49000,1,13,13.0,1,0,1,0,0,1,1,0,13.0,0.0,1936,10.799575577092764
2022,202201,344973,2022000761323,9027.2,2022003449731,279912,1,1,9027.2,2,1,2,39,1,8,802,0,0,6,65,1,10,98000,1,11,13.0,1,0,0,0,0,1,1,0,13.0,0.0,1521,11.49272275765271
2022,202201,344973,2022000761323,9027.2,2022003449731,279912,1,2,13218.4,2,1,1,42,1,1,100,0,0,6,65,1,10,98000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,1764,11.49272275765271
2022,202201,345940,2022000777213,11445.2,2022003459401,111112,1,4,15475.2,0,0,1,44,1,8,826,4,423,6,65,1,10,12000,1,11,13.0,1,0,0,0,1,1,0,0,13.0,0.0,1936,9.392661928770137
2022,202201,353517,2022000901190,7092.8,2022003535171,990712,1,2,8060.0,0,0,1,65,1,1,100,0,0,6,65,1,10,72000,1,11,13.0,1,0,1,0,0,1,0,0,13.0,0.0,4225,11.184421397998193
2022,202201,356257,2022000945212,7254.0,2022003562571,1170112,1,3,8221.2,0,0,2,25,1,1,100,0,0,6,65,1,10,12400,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,625,9.425451751593128
2022,202201,358030,2022000974273,13702.0,2022003580301,810312,1,1,13702.0,4,0,2,36,1,1,100,0,0,6,65,1,10,3600,1,11,13.0,1,0,1,0,0,1,1,0,13.0,0.0,1296,8.1886891244442
2022,202201,358192,2022000977153,13218.4,2022003581921,1010112,1,2,18538.0,2,0,1,46,1,1,100,0,0,6,65,1,14,120000,1,12,13.0,1,0,1,0,0,1,0,0,13.0,0.0,2116,11.695247021764184
2022,202201,358514,2022000981982,24341.2,2022003585141,861912,1,1,24502.4,2,0,1,30,1,8,826,3,300,6,65,1,10,150000,1,11,13.0,1,0,0,0,1,1,0,0,13.0,0.0,900,11.918390573078392
2022,202201,360610,2022001015526,9349.6,2022003606101,170012,1,2,8221.2,0,0,2,45,1,6,600,0,0,6,65,1,10,25000,1,11,13.0,1,0,0,0,0,1,1,0,13.0,0.0,2025,10.126631103850338
2022,202201,361738,2022001034002,10155.6,2022003617381,570612,1,1,10155.6,2,0,2,53,6,1,100,0,0,6,65,1,10,70000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,2809,11.156250521031495
2022,202201,363189,2022001058052,17570.8,2022003631891,970212,1,1,17570.8,1,0,2,52,4,1,100,0,0,6,65,1,10,76000,1,11,13.0,1,0,1,0,0,0,1,0,13.0,0.0,2704,11.238488619268468
2022,202201,366413,2022001111073,7898.8,2022003664131,862112,1,1,7898.8,0,0,2,59,4,8,826,4,416,6,65,1,10,26000,1,11,13.0,1,0,0,0,1,0,1,0,13.0,0.0,3481,10.165851817003619
